,DBN,year,Q1_funding_sources,Q2_label,Q3_label,Unnamed,school_name,grade,category,number_tested,mean_scale_score,level_1,level_1_1,level_2,level_2_1,level_3,level_3_1,level_4,level_4_1,level_3_4,level_3_4_1
50,02M217,2017,3,insufficient,same,02M217All Grades2017All Students,P.S./I.S. 217 ROOSEVELT ISLAND,All Grades,All Students,280,327.3035583,37.0,13.21428585,63.0,22.5,73.0,26.0714283,107.0,38.2142868,180.0,64.2857132
51,02M225,2017,2,sufficient,increased,02M225All Grades2017All Students,ELLA BAKER SCHOOL,All Grades,All Students,70,313.58572389999995,6.0,8.571428298999999,33.0,47.1428566,23.0,32.8571434,8.0,11.4285717,31.0,44.2857132
52,02M234,2017,2,insufficient,same,02M234All Grades2017All Students,P.S. 234 INDEPENDENCE SCHOOL,All Grades,All Students,301,334.68771360000005,16.0,5.3156147,49.0,16.2790699,103.0,34.219268799999995,133.0,44.186046600000005,236.0,78.40531921
53,02M260,2017,1,insufficient,increased,02M260All Grades2017All Students,THE CLINTON SCHOOL,All Grades,All Students,233,337.9914246,13.0,5.579399109,44.0,18.88412094,71.0,30.47210312,105.0,45.06437683,176.0,75.53648376
54,02M267,2017,1,insufficient,same,02M267All Grades2017All Students,"EAST SIDE ELEMENTARY SCHOOL, PS 267",All Grades,All Students,166,338.1867371,9.0,5.421686649,27.0,16.26506042,45.0,27.10843468,85.0,51.20481873,130.0,78.31325531
55,02M276,2017,1,sufficient,same,02M276All Grades2017All Students,BATTERY PARK CITY SCHOOL,All Grades,All Students,510,330.5960693,52.0,10.196078300000002,102.0,20.0,154.0,30.19607925,202.0,39.60784149,356.0,69.80392456
56,02M281,2017,1,insufficient,same,02M281All Grades2017All Students,THE RIVER SCHOOL,All Grades,All Students,24,325.9166565,3.0,12.5,5.0,20.83333397,8.0,33.33333206,8.0,33.33333206,16.0,66.66666412
57,02M289,2017,2,insufficient,same,02M289All Grades2017All Students,I.S. 289,All Grades,All Students,265,327.479248,17.0,6.415094376,74.0,27.92452812,93.0,35.09434128,81.0,30.56603813,174.0,65.6603775
58,02M290,2017,2,insufficient,same,02M290All Grades2017All Students,P.S. 290 MANHATTAN NEW SCHOOL,All Grades,All Students,261,346.1187744,10.0,3.8314175610000003,29.0,11.11111069,66.0,25.28735542,156.0,59.770114899999996,222.0,85.05747223
59,02M312,2017,3,insufficient,same,02M312All Grades2017All Students,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,All Grades,All Students,407,355.9803467,19.0,4.668304443,25.0,6.1425061229999995,53.0,13.02211285,310.0,76.16707611,363.0,89.18918609999999
60,02M343,2017,3,insufficient,same,02M343All Grades2017All Students,THE PECK SLIP SCHOOL,All Grades,All Students,95,329.3684082,3.0,3.15789485,20.0,21.05263138,39.0,41.05263138,33.0,34.73684311,72.0,75.78947449
61,02M347,2017,0,insufficient,same,02M347All Grades2017All Students,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,All Grades,All Students,32,302.6875,10.0,31.25,9.0,28.125,7.0,21.875,6.0,18.75,13.0,40.625
62,02M397,2017,1,insufficient,same,02M397All Grades2017All Students,SPRUCE STREET SCHOOL,All Grades,All Students,263,334.18249510000004,13.0,4.942965984,54.0,20.53232002,88.0,33.46007538,108.0,41.06464005,196.0,74.52471161
63,02M407,2017,2,insufficient,same,02M407All Grades2017All Students,INSTITUTE FOR COLLABORATIVE EDUCATION,All Grades,All Students,21,306.19049069999994,6.0,28.5714283,5.0,23.80952454,5.0,23.80952454,5.0,23.80952454,10.0,47.61904907
64,02M408,2017,5,insufficient,same,02M408All Grades2017All Students,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,All Grades,All Students,49,343.6530762,0.0,0.0,3.0,6.122448921,18.0,36.73469543,28.0,57.1428566,46.0,93.87754822
65,02M413,2017,1,insufficient,increased,02M413All Grades2017All Students,SCHOOL OF THE FUTURE HIGH SCHOOL,All Grades,All Students,248,326.862915,24.0,9.677419662,73.0,29.43548393,66.0,26.61290359,85.0,34.27419281,151.0,60.88709641
66,02M422,2017,5,insufficient,same,02M422All Grades2017All Students,QUEST TO LEARN,All Grades,All Students,204,296.4705811,74.0,36.27450943,78.0,38.23529434,42.0,20.58823586,10.0,4.90196085,52.0,25.49019623
67,02M442,2017,1,sufficient,same,02M442All Grades2017All Students,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",All Grades,All Students,143,337.7692261,3.0,2.09790206,35.0,24.4755249,51.0,35.66433716,54.0,37.76223755,105.0,73.42657471
68,02M527,2017,2,sufficient,increased,02M527All Grades2017All Students,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,All Grades,All Students,97,344.34021,1.0,1.030927777,17.0,17.525774,18.0,18.55670166,61.0,62.88659668,79.0,81.44329834
69,02M896,2017,4,sufficient,increased,02M896All Grades2017All Students,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,All Grades,All Students,342,322.76608280000005,44.0,12.86549664,92.0,26.90058517,126.0,36.84210587,80.0,23.39181328,206.0,60.23391724
70,02M933,2017,0,sufficient,increased,02M933All Grades2017All Students,CITY KNOLL MIDDLE SCHOOL,All Grades,All Students,215,292.63256839999997,86.0,40.0,90.0,41.860465999999995,28.0,13.02325535,11.0,5.116279125,39.0,18.139534
71,03M009,2017,1,insufficient,decreased,03M009All Grades2017All Students,P.S. 009 SARAH ANDERSON,All Grades,All Students,259,344.07720950000004,8.0,3.088803053,28.0,10.81081104,74.0,28.5714283,149.0,57.52895737,223.0,86.10038757
72,03M054,2017,2,insufficient,decreased,03M054All Grades2017All Students,J.H.S. 054 BOOKER T. WASHINGTON,All Grades,All Students,612,351.5294189,40.0,6.5359478,37.0,6.045751572,99.0,16.1764698,436.0,71.24182892,535.0,87.41830444
73,03M165,2017,4,insufficient,same,03M165All Grades2017All Students,P.S. 165 ROBERT E. SIMON,All Grades,All Students,413,296.401947,163.0,39.46731186,102.0,24.6973362,90.0,21.79176712,58.0,14.04358387,148.0,35.83535004
74,03M075,2017,2,sufficient,same,03M075All Grades2017All Students,P.S. 075 EMILY DICKINSON,All Grades,All Students,214,311.54672239999996,47.0,21.96261597,61.0,28.504672999999997,62.0,28.97196198,44.0,20.56074715,106.0,49.53271103
75,03M076,2017,0,insufficient,same,03M076All Grades2017All Students,P.S. 076 A. PHILIP RANDOLPH,All Grades,All Students,266,276.28570560000003,164.0,61.65413666,75.0,28.19548798,21.0,7.894736767,6.0,2.255639076,27.0,10.15037632
76,03M247,2017,2,insufficient,decreased,03M247All Grades2017All Students,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,All Grades,All Students,188,306.7393494,45.0,23.93617058,74.0,39.36170197,52.0,27.65957451,17.0,9.042552947999999,69.0,36.70212936
77,03M084,2017,5,insufficient,decreased,03M084All Grades2017All Students,P.S. 084 LILLIAN WEBER,All Grades,All Students,214,318.4439392,38.0,17.75700951,57.0,26.63551331,58.0,27.10280418,61.0,28.504672999999997,119.0,55.60747528
78,03M258,2017,1,insufficient,same,03M258All Grades2017All Students,COMMUNITY ACTION SCHOOL - MS 258,All Grades,All Students,144,307.368042,25.0,17.36111069,74.0,51.38888931,28.0,19.44444466,17.0,11.80555534,45.0,31.25
79,03M087,2017,2,sufficient,increased,03M087All Grades2017All Students,P.S. 087 WILLIAM SHERMAN,All Grades,All Students,378,340.1243286,19.0,5.026454926,63.0,16.66666603,103.0,27.248676300000003,193.0,51.05820084,296.0,78.30687714
80,03M145,2017,1,insufficient,decreased,03M145All Grades2017All Students,"P.S. 145, THE BLOOMINGDALE SCHOOL",All Grades,All Students,123,286.5528564,58.0,47.15447235,31.0,25.20325279,26.0,21.1382122,8.0,6.504065037,34.0,27.64227676
81,03M149,2017,0,insufficient,same,03M149All Grades2017All Students,P.S. 149 SOJOURNER TRUTH,All Grades,All Students,137,269.9342957,91.0,66.4233551,39.0,28.46715355,7.0,5.109488964,0.0,0.0,7.0,5.109488964
82,03M163,2017,4,insufficient,same,03M163All Grades2017All Students,P.S. 163 ALFRED E. SMITH,All Grades,All Students,269,327.315979,38.0,14.12639427,62.0,23.04832649,65.0,24.1635685,104.0,38.66170883,169.0,62.82527924
83,03M166,2017,3,insufficient,decreased,03M166All Grades2017All Students,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN,All Grades,All Students,265,345.098114,14.0,5.2830190660000005,34.0,12.83018875,52.0,19.62264061,165.0,62.26415253,217.0,81.88679504
84,03M180,2017,2,insufficient,same,03M180All Grades2017All Students,P.S. 180 HUGO NEWMAN,All Grades,All Students,312,292.240387,126.0,40.38461685,121.0,38.78205109,43.0,13.78205109,22.0,7.051281929,65.0,20.83333397
85,03M191,2017,2,insufficient,increased,03M191All Grades2017All Students,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,All Grades,All Students,176,276.6818237,106.0,60.22727203,46.0,26.13636398,10.0,5.681818008,14.0,7.954545498,24.0,13.63636398
86,03M421,2017,3,insufficient,same,03M421All Grades2017All Students,WEST PREP ACADEMY,All Grades,All Students,158,284.7531738,79.0,50.0,59.0,37.34177399,16.0,10.12658215,4.0,2.531645536,20.0,12.65822792
87,03M199,2017,2,insufficient,same,03M199All Grades2017All Students,P.S. 199 JESSIE ISADOR STRAUS,All Grades,All Students,417,345.5779419,13.0,3.1175060269999997,52.0,12.47002411,107.0,25.65947151,245.0,58.75299835,352.0,84.41246796
88,03M241,2017,1,insufficient,increased,03M241All Grades2017All Students,STEM INSTITUTE OF MANHATTAN,All Grades,All Students,63,274.5238037,38.0,60.31745911,14.0,22.22222137,9.0,14.28571415,2.0,3.1746032239999997,11.0,17.46031761
89,03M242,2017,0,insufficient,decreased,03M242All Grades2017All Students,P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,All Grades,All Students,68,288.7205811,32.0,47.05882263,20.0,29.41176414,11.0,16.1764698,5.0,7.352941036,16.0,23.52941132
90,03M243,2017,1,insufficient,same,03M243All Grades2017All Students,M.S. 243 CENTER SCHOOL,All Grades,All Students,165,338.4181824,4.0,2.4242424959999997,23.0,13.939394,69.0,41.81818008,69.0,41.81818008,138.0,83.63636017
91,03M245,2017,3,insufficient,same,03M245All Grades2017All Students,M.S. M245 THE COMPUTER SCHOOL,All Grades,All Students,282,327.0851135,28.0,9.929078102,85.0,30.141843800000004,73.0,25.8865242,96.0,34.04255295,169.0,59.92907715
92,03M250,2017,2,insufficient,same,03M250All Grades2017All Students,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,All Grades,All Students,153,293.41177369999997,61.0,39.86928177,67.0,43.79084778,19.0,12.41830063,6.0,3.921568632,25.0,16.33986855
93,03M256,2017,2,insufficient,decreased,03M256All Grades2017All Students,LAFAYETTE ACADEMY,All Grades,All Students,131,294.2824402,48.0,36.64122009,56.0,42.74809265,22.0,16.79389381,5.0,3.8167939189999998,27.0,20.61068726
94,03M291,2017,5,insufficient,increased,03M291All Grades2017All Students,WEST END SECONDARY SCHOOL,All Grades,All Students,219,323.5068359,17.0,7.76255703,63.0,28.76712418,94.0,42.92237473,45.0,20.54794502,139.0,63.47031784
95,03M333,2017,4,insufficient,same,03M333All Grades2017All Students,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,All Grades,All Students,363,324.9118347,37.0,10.19283772,95.0,26.17079926,118.0,32.50688553,113.0,31.12947655,231.0,63.63636398
96,03M334,2017,1,abundant,increased,03M334All Grades2017All Students,THE ANDERSON SCHOOL,All Grades,All Students,300,365.1033325,1.0,0.3333333433,6.0,2.0,46.0,15.33333302,247.0,82.33333588,293.0,97.66666412
97,03M415,2017,1,sufficient,decreased,03M415All Grades2017All Students,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,All Grades,All Students,35,267.5428467,26.0,74.2857132,9.0,25.7142849,0.0,0.0,0.0,0.0,0.0,0.0
98,03M452,2017,1,sufficient,same,03M452All Grades2017All Students,P.S. 452,All Grades,All Students,128,343.7734375,3.0,2.34375,21.0,16.40625,29.0,22.65625,75.0,58.59375,104.0,81.25
99,03M859,2017,2,insufficient,same,03M859All Grades2017All Students,SPECIAL MUSIC SCHOOL,All Grades,All Students,67,366.05969239999996,0.0,0.0,0.0,0.0,12.0,17.91044807,55.0,82.08955383,67.0,100.0
100,03M860,2017,1,insufficient,same,03M860All Grades2017All Students,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,All Grades,All Students,16,304.5625,4.0,25.0,7.0,43.75,3.0,18.75,2.0,12.5,5.0,31.25
101,03M862,2017,1,insufficient,increased,03M862All Grades2017All Students,MOTT HALL II,All Grades,All Students,252,321.7539673,34.0,13.49206352,89.0,35.31745911,67.0,26.58730125,62.0,24.60317421,129.0,51.19047546
102,04M007,2017,0,insufficient,same,04M007All Grades2017All Students,P.S. 007 SAMUEL STERN,All Grades,All Students,216,298.2824097,74.0,34.25925827,82.0,37.962963099999996,44.0,20.37037086,16.0,7.407407284,60.0,27.77777863
103,04M012,2017,1,insufficient,same,04M012All Grades2017All Students,TAG YOUNG SCHOLARS,All Grades,All Students,320,364.66561889999997,0.0,0.0,13.0,4.0625,54.0,16.875,253.0,79.0625,307.0,95.9375
104,04M037,2017,0,insufficient,same,04M037All Grades2017All Students,RIVER EAST ELEMENTARY,All Grades,All Students,68,310.8235168,11.0,16.1764698,26.0,38.23529434,25.0,36.76470566,6.0,8.823529243,31.0,45.58823395
105,04M038,2017,2,insufficient,same,04M038All Grades2017All Students,P.S. 38 ROBERTO CLEMENTE,All Grades,All Students,77,265.7532349,58.0,75.32467651,13.0,16.88311768,6.0,7.792207717999999,0.0,0.0,6.0,7.792207717999999
106,11X287,2017,1,insufficient,same,11X287All Grades2017All Students,NORTH BRONX SCHOOL OF EMPOWERMENT,All Grades,All Students,253,265.9446716,176.0,69.56521606,63.0,24.90118599,10.0,3.9525692460000004,4.0,1.5810276269999999,14.0,5.5335969920000005
107,04M057,2017,1,insufficient,same,04M057All Grades2017All Students,JAMES WELDON JOHNSON,All Grades,All Students,504,291.7281799,203.0,40.27777863,169.0,33.53174591,91.0,18.05555534,41.0,8.134921074,132.0,26.19047546
108,04M072,2017,1,insufficient,decreased,04M072All Grades2017All Students,THE LEXINGTON ACADEMY,All Grades,All Students,380,285.6315918,184.0,48.42105103,129.0,33.94736862,57.0,15.0,10.0,2.631578922,67.0,17.63157845
109,04M083,2017,0,insufficient,decreased,04M083All Grades2017All Students,P.S. 083 LUIS MUNOZ RIVERA,All Grades,All Students,203,306.6600952,50.0,24.63054276,67.0,33.00492477,51.0,25.12315178,35.0,17.24137878,86.0,42.36453247
111,04M102,2017,1,insufficient,decreased,04M102All Grades2017All Students,P.S. 102 JACQUES CARTIER,All Grades,All Students,134,293.962677,57.0,42.53731155,26.0,19.40298462,23.0,17.16417885,28.0,20.89552307,51.0,38.05970001
112,04M108,2017,0,insufficient,increased,04M108All Grades2017All Students,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL C,All Grades,All Students,341,279.2199402,194.0,56.89149475,102.0,29.91202354,37.0,10.85044003,8.0,2.346040964,45.0,13.19648075
113,04M146,2017,2,insufficient,decreased,04M146All Grades2017All Students,P.S. 146 ANN M. SHORT,All Grades,All Students,154,289.162323,72.0,46.75324631,53.0,34.41558456,21.0,13.63636398,8.0,5.194805145,29.0,18.83116913
114,04M224,2017,4,sufficient,same,04M224All Grades2017All Students,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMIC,All Grades,All Students,105,299.8761902,34.0,32.38095093,37.0,35.23809433,24.0,22.8571434,10.0,9.523809433,34.0,32.38095093
115,04M155,2017,1,sufficient,same,04M155All Grades2017All Students,P.S. 155 WILLIAM PACA,All Grades,All Students,126,271.4761963,82.0,65.07936859,27.0,21.4285717,12.0,9.523809433,5.0,3.968253851,17.0,13.49206352
116,04M171,2017,1,sufficient,same,04M171All Grades2017All Students,P.S. 171 PATRICK HENRY,All Grades,All Students,452,329.592926,47.0,10.39823055,103.0,22.78761101,147.0,32.52212524,155.0,34.29203415,302.0,66.81415558
117,04M182,2017,2,insufficient,same,04M182All Grades2017All Students,THE BILINGUAL BICULTURAL SCHOOL,All Grades,All Students,162,301.35803219999997,47.0,29.01234627,59.0,36.41975403,40.0,24.69135857,16.0,9.876543045,56.0,34.56790161
118,04M206,2017,3,insufficient,same,04M206All Grades2017All Students,P.S. 206 JOSE CELSO BARBOSA,All Grades,All Students,357,286.4649963,172.0,48.1792717,111.0,31.09243774,45.0,12.60504246,29.0,8.123249054,74.0,20.72829056
119,04M372,2017,1,insufficient,same,04M372All Grades2017All Students,ESPERANZA PREPARATORY ACADEMY,All Grades,All Students,184,282.63043210000006,95.0,51.63043594,74.0,40.21739197,14.0,7.608695507,1.0,0.5434782505,15.0,8.152173996
120,04M375,2017,5,insufficient,same,04M375All Grades2017All Students,MOSAIC PREPARATORY ACADEMY,All Grades,All Students,110,284.1363525,53.0,48.18181992,39.0,35.45454407,15.0,13.63636398,3.0,2.727272749,18.0,16.36363602
121,04M377,2017,4,insufficient,same,04M377All Grades2017All Students,RENAISSANCE SCHOOL OF THE ARTS,All Grades,All Students,76,281.65789789999997,42.0,55.26315689,21.0,27.63157845,12.0,15.78947353,1.0,1.315789461,13.0,17.10526276
122,04M497,2017,0,sufficient,increased,04M497All Grades2017All Students,CENTRAL PARK EAST I,All Grades,All Students,36,283.722229,19.0,52.77777863,9.0,25.0,6.0,16.66666603,2.0,5.555555344,8.0,22.22222137
123,04M610,2017,0,insufficient,same,04M610All Grades2017All Students,YOUNG WOMEN'S LEADERSHIP SCHOOL,All Grades,All Students,132,304.3863525,34.0,25.75757599,53.0,40.15151596,37.0,28.03030396,8.0,6.060606002999999,45.0,34.09090805
124,04M825,2017,0,insufficient,decreased,04M825All Grades2017All Students,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,All Grades,All Students,100,288.35000610000003,47.0,47.0,31.0,31.0,15.0,15.0,7.0,7.0,22.0,22.0
125,04M964,2017,2,sufficient,same,04M964All Grades2017All Students,CENTRAL PARK EAST II,All Grades,All Students,157,302.5350342,51.0,32.48407745,47.0,29.936306,34.0,21.65605164,25.0,15.92356682,59.0,37.57961655
126,05M030,2017,1,insufficient,increased,05M030All Grades2017All Students,P.S. 030 HERNANDEZ/HUGHES,All Grades,All Students,115,279.94781489999997,62.0,53.91304398,38.0,33.04347992,10.0,8.695652008,5.0,4.347826004,15.0,13.04347801
127,05M036,2017,1,insufficient,decreased,05M036All Grades2017All Students,P.S. 036 MARGARET DOUGLAS,All Grades,All Students,145,290.8551636,62.0,42.75862122,51.0,35.17241287,18.0,12.41379356,14.0,9.655172347999999,32.0,22.06896591
128,05M046,2017,1,insufficient,increased,05M046All Grades2017All Students,P.S. 046 ARTHUR TAPPAN,All Grades,All Students,412,270.9198914,264.0,64.07766724,105.0,25.48543739,38.0,9.223300934,5.0,1.2135922909999999,43.0,10.43689346
129,05M092,2017,0,insufficient,same,05M092All Grades2017All Students,P.S. 092 MARY MCLEOD BETHUNE,All Grades,All Students,118,293.8728943,37.0,31.35593224,41.0,34.74576187,33.0,27.966102600000003,7.0,5.932203293,40.0,33.89830399
130,05M123,2017,1,insufficient,same,05M123All Grades2017All Students,P.S. 123 MAHALIA JACKSON,All Grades,All Students,310,273.89999389999997,193.0,62.25806427,94.0,30.32258034,17.0,5.483870982999999,6.0,1.935483813,23.0,7.4193549160000005
131,05M125,2017,2,sufficient,same,05M125All Grades2017All Students,P.S. 125 RALPH BUNCHE,All Grades,All Students,88,318.5568237,12.0,13.63636398,27.0,30.68181801,29.0,32.95454407,20.0,22.72727203,49.0,55.68181992
132,05M514,2017,2,insufficient,same,05M514All Grades2017All Students,NEW DESIGN MIDDLE SCHOOL,All Grades,All Students,150,269.1466675,102.0,68.0,40.0,26.66666603,7.0,4.6666665080000005,1.0,0.6666666864999999,8.0,5.3333334919999995
133,05M129,2017,1,insufficient,same,05M129All Grades2017All Students,P.S. 129 JOHN H. FINLEY,All Grades,All Students,289,276.6228333,172.0,59.51557159,75.0,25.95155716,27.0,9.342560768,15.0,5.190311432,42.0,14.532872199999998
134,05M133,2017,2,insufficient,same,05M133All Grades2017All Students,P.S. 133 FRED R MOORE,All Grades,All Students,91,282.1208801,49.0,53.84615326,33.0,36.26373672,6.0,6.593406677000001,3.0,3.2967033389999996,9.0,9.890110016
135,05M148,2017,0,insufficient,same,05M148All Grades2017All Students,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,All Grades,All Students,103,267.65048219999994,73.0,70.87378693,27.0,26.21359253,2.0,1.941747546,1.0,0.9708737731,3.0,2.91262126
136,05M154,2017,0,insufficient,same,05M154All Grades2017All Students,P.S. 154 HARRIET TUBMAN,All Grades,All Students,123,284.6748047,57.0,46.341465,46.0,37.39837265,13.0,10.5691061,7.0,5.6910567279999995,20.0,16.26016235
138,05M161,2017,2,insufficient,same,05M161All Grades2017All Students,P.S. 161 PEDRO ALBIZU CAMPOS,All Grades,All Students,551,289.17242430000005,238.0,43.19419098,194.0,35.20870972,83.0,15.06352043,36.0,6.533575535,119.0,21.59709549
139,05M175,2017,1,insufficient,same,05M175All Grades2017All Students,P.S. 175 HENRY H GARNET,All Grades,All Students,150,290.813324,61.0,40.66666794,41.0,27.33333397,38.0,25.33333397,10.0,6.666666508,48.0,32.0
140,05M194,2017,0,insufficient,decreased,05M194All Grades2017All Students,P.S. 194 COUNTEE CULLEN,All Grades,All Students,87,274.1034546,59.0,67.81609344,19.0,21.83908081,3.0,3.448275805,6.0,6.896551608999999,9.0,10.34482765
141,05M517,2017,2,sufficient,same,05M517All Grades2017All Students,TEACHERS COLLEGE COMMUNITY SCHOOL,All Grades,All Students,106,293.9433899,38.0,35.84905624,37.0,34.90565872,20.0,18.86792374,11.0,10.37735844,31.0,29.24528313
142,05M197,2017,1,insufficient,same,05M197All Grades2017All Students,P.S. 197 JOHN B. RUSSWURM,All Grades,All Students,140,272.9285583,87.0,62.1428566,37.0,26.4285717,15.0,10.71428585,1.0,0.7142857313,16.0,11.4285717
143,05M200,2017,0,insufficient,same,05M200All Grades2017All Students,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,All Grades,All Students,181,279.0607605,99.0,54.69613266,58.0,32.04419708,21.0,11.60221004,3.0,1.657458544,24.0,13.25966835
144,05M286,2017,1,insufficient,same,05M286All Grades2017All Students,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,All Grades,All Students,204,262.1225586,158.0,77.45098114,38.0,18.62745094,7.0,3.431372643,1.0,0.490196079,8.0,3.921568632
145,05M318,2017,2,insufficient,decreased,05M318All Grades2017All Students,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,All Grades,All Students,114,306.57019039999994,25.0,21.92982483,43.0,37.71929932,36.0,31.57894707,10.0,8.771929741000001,46.0,40.35087585
146,05M362,2017,2,insufficient,same,05M362All Grades2017All Students,COLUMBIA SECONDARY SCHOOL,All Grades,All Students,180,342.6166687,11.0,6.1111111639999995,21.0,11.66666698,48.0,26.66666603,100.0,55.55555725,148.0,82.22222137
147,05M499,2017,5,sufficient,increased,05M499All Grades2017All Students,FREDERICK DOUGLASS ACADEMY,All Grades,All Students,245,273.9510193,158.0,64.4897995,70.0,28.5714283,14.0,5.7142858510000005,3.0,1.224489808,17.0,6.938775539
148,05M670,2017,1,insufficient,same,05M670All Grades2017All Students,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,All Grades,All Students,156,276.5833435,89.0,57.05128098,50.0,32.05128098,15.0,9.615385056000001,2.0,1.282051325,17.0,10.89743614
149,06M004,2017,2,insufficient,decreased,06M004All Grades2017All Students,P.S. 004 DUKE ELLINGTON,All Grades,All Students,317,280.9022217,158.0,49.8422699,93.0,29.33753967,49.0,15.45741367,17.0,5.362775803,66.0,20.82018852
150,06M005,2017,4,sufficient,increased,06M005All Grades2017All Students,P.S. 005 ELLEN LURIE,All Grades,All Students,214,295.8831787,79.0,36.91588974,81.0,37.85046768,27.0,12.61682224,27.0,12.61682224,54.0,25.23364449
151,06M008,2017,3,insufficient,increased,06M008All Grades2017All Students,P.S. 008 LUIS BELLIARD,All Grades,All Students,227,293.061676,90.0,39.64757538,78.0,34.36123276,45.0,19.82378769,14.0,6.167400837000001,59.0,25.99118996
152,06M018,2017,3,insufficient,increased,06M018All Grades2017All Students,P.S. 018 PARK TERRACE,All Grades,All Students,225,285.186676,116.0,51.55555725,62.0,27.55555534,21.0,9.333333015,26.0,11.55555534,47.0,20.88888931
153,06M028,2017,2,insufficient,decreased,06M028All Grades2017All Students,P.S. 028 WRIGHT BROTHERS,All Grades,All Students,317,297.4447937,106.0,33.43848419,103.0,32.49211502,68.0,21.45110321,40.0,12.61829662,108.0,34.06940079
154,06M048,2017,1,insufficient,same,06M048All Grades2017All Students,P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,All Students,276,288.6087036,111.0,40.21739197,109.0,39.49275208,43.0,15.57971001,13.0,4.710144997,56.0,20.28985596
155,06M052,2017,0,insufficient,same,06M052All Grades2017All Students,HAROLD O. LEVY SCHOOL,All Grades,All Students,294,275.62243650000005,180.0,61.22449112,90.0,30.61224556,22.0,7.482993126,2.0,0.6802721023999999,24.0,8.163265228
156,06M098,2017,1,insufficient,same,06M098All Grades2017All Students,P.S. 098 SHORAC KAPPOCK,All Grades,All Students,221,271.5429993,144.0,65.15837096999999,43.0,19.45701408,24.0,10.85972881,10.0,4.524887085,34.0,15.38461494
157,06M103,2017,3,insufficient,increased,06M103All Grades2017All Students,DOS PUENTES ELEMENTARY SCHOOL,All Grades,All Students,51,287.23529049999996,24.0,47.05882263,11.0,21.56862831,9.0,17.64705849,7.0,13.72549057,16.0,31.37254906
158,06M115,2017,0,insufficient,decreased,06M115All Grades2017All Students,P.S. 115 ALEXANDER HUMBOLDT,All Grades,All Students,231,285.62771610000004,108.0,46.75324631,86.0,37.22943878,28.0,12.12121201,9.0,3.8961038589999997,37.0,16.01731682
159,06M128,2017,0,sufficient,same,06M128All Grades2017All Students,P.S. 128 AUDUBON,All Grades,All Students,251,294.7928162,96.0,38.24701309,74.0,29.48207092,55.0,21.9123497,26.0,10.35856533,81.0,32.27091599
160,06M132,2017,3,insufficient,decreased,06M132All Grades2017All Students,P.S. 132 JUAN PABLO DUARTE,All Grades,All Students,228,278.3070068,129.0,56.57894897,65.0,28.5087719,30.0,13.15789509,4.0,1.7543859480000001,34.0,14.91228104
161,06M143,2017,0,insufficient,same,06M143All Grades2017All Students,J.H.S. 143 ELEANOR ROOSEVELT,All Grades,All Students,299,268.5351257,202.0,67.55852509,78.0,26.08695602,18.0,6.020066738,1.0,0.3344481587,19.0,6.354515076
162,06M152,2017,2,insufficient,same,06M152All Grades2017All Students,P.S. 152 DYCKMAN VALLEY,All Grades,All Students,254,289.2165222,103.0,40.55118179,83.0,32.67716599,46.0,18.11023712,22.0,8.661417007,68.0,26.77165413
163,12X271,2017,0,insufficient,same,12X271All Grades2017All Students,EAST BRONX ACADEMY FOR THE FUTURE,All Grades,All Students,236,277.966095,132.0,55.932205200000006,76.0,32.20338821,23.0,9.745762825,5.0,2.118643999,28.0,11.86440659
164,06M153,2017,0,insufficient,decreased,06M153All Grades2017All Students,P.S. 153 ADAM CLAYTON POWELL,All Grades,All Students,283,297.1342773,106.0,37.45582962,76.0,26.85512352,57.0,20.14134216,44.0,15.54770279,101.0,35.68904495
165,06M178,2017,2,insufficient,same,06M178All Grades2017All Students,PROFESSOR JUAN BOSCH PUBLIC SCHOOL,All Grades,All Students,119,313.9747925,17.0,14.28571415,43.0,36.13445282,40.0,33.61344528,19.0,15.966386800000002,59.0,49.57983017
