,DBN,year,Q1_funding_sources,Q2_label,Q3_label,Unnamed,school_name,grade,category,number_tested,mean_scale_score,level_1,level_1_1,level_2,level_2_1,level_3,level_3_1,level_4,level_4_1,level_3_4,level_3_4_1
952,31R032,2017,0,insufficient,same,31R032All Grades2017All Students,P.S. 032 THE GIFFORD SCHOOL,All Grades,All Students,304,321.65130619999996,45.0,14.80263138,79.0,25.986841199999997,88.0,28.94736862,92.0,30.2631588,180.0,59.21052551
953,31R035,2017,1,insufficient,decreased,31R035All Grades2017All Students,P.S. 35 THE CLOVE VALLEY SCHOOL,All Grades,All Students,178,339.1853943,6.0,3.370786428,27.0,15.16853905,58.0,32.58427048,87.0,48.87640381,145.0,81.46067047
954,31R036,2017,2,insufficient,same,31R036All Grades2017All Students,P.S. 036 J. C. DRUMGOOLE,All Grades,All Students,392,313.2142944,69.0,17.60204124,126.0,32.1428566,120.0,30.61224556,77.0,19.6428566,197.0,50.25510025
955,31R038,2017,2,insufficient,decreased,31R038All Grades2017All Students,P.S. 038 GEORGE CROMWELL,All Grades,All Students,186,306.3656006,46.0,24.7311821,62.0,33.33333206,49.0,26.34408569,29.0,15.59139824,78.0,41.93548203
956,31R039,2017,1,sufficient,same,31R039All Grades2017All Students,P.S. 39 FRANCIS J. MURPHY JR.,All Grades,All Students,259,299.92663569999996,83.0,32.04633331,82.0,31.66023254,64.0,24.71042442,30.0,11.58301163,94.0,36.29343796
957,31R041,2017,3,insufficient,same,31R041All Grades2017All Students,THE STEPHANIE A. VIERNO SCHOOL,All Grades,All Students,348,312.22125239999997,69.0,19.82758713,105.0,30.17241287,103.0,29.59770203,71.0,20.40229797,174.0,50.0
958,31R042,2017,1,insufficient,same,31R042All Grades2017All Students,P.S. 042 ELTINGVILLE,All Grades,All Students,427,316.2716675,69.0,16.15925026,133.0,31.14754105,122.0,28.5714283,103.0,24.1217804,225.0,52.69320679
959,31R044,2017,1,insufficient,same,31R044All Grades2017All Students,P.S. 044 THOMAS C. BROWN,All Grades,All Students,390,273.86923219999994,240.0,61.53845978,121.0,31.02564049,24.0,6.153846263999999,5.0,1.282051325,29.0,7.43589735
960,31R045,2017,3,sufficient,same,31R045All Grades2017All Students,P.S. 045 JOHN TYLER,All Grades,All Students,399,299.0225525,134.0,33.58396149,130.0,32.58145523,90.0,22.55639076,45.0,11.27819538,135.0,33.83458710000001
961,31R048,2017,2,sufficient,same,31R048All Grades2017All Students,P.S. 048 WILLIAM G. WILCOX,All Grades,All Students,604,324.9718628,55.0,9.105959892000001,170.0,28.14569473,198.0,32.78145599,181.0,29.96688652,379.0,62.74834442
962,31R050,2017,1,insufficient,same,31R050All Grades2017All Students,P.S. 050 FRANK HANKINSON,All Grades,All Students,426,334.2746582,46.0,10.79812241,62.0,14.55399036,113.0,26.52582169,205.0,48.122066499999995,318.0,74.64788818
963,31R052,2017,1,insufficient,same,31R052All Grades2017All Students,P.S. 052 JOHN C. THOMPSON,All Grades,All Students,230,321.969574,30.0,13.04347801,55.0,23.91304398,80.0,34.78260803,65.0,28.26086998,145.0,63.04347992
964,31R053,2017,4,insufficient,decreased,31R053All Grades2017All Students,THE BARBARA ESSELBORN SCHOOL,All Grades,All Students,356,324.882019,34.0,9.550561905,94.0,26.40449524,114.0,32.02247238,114.0,32.02247238,228.0,64.04494476
965,31R054,2017,3,insufficient,same,31R054All Grades2017All Students,P.S. 054 CHARLES W. LENG,All Grades,All Students,368,322.36141969999994,56.0,15.21739101,83.0,22.55434799,122.0,33.15217209,107.0,29.07608604,229.0,62.22826004
966,31R055,2017,3,insufficient,same,31R055All Grades2017All Students,P.S. 055 HENRY M. BOEHM,All Grades,All Students,294,309.8945618,62.0,21.08843613,105.0,35.7142868,79.0,26.87074852,48.0,16.32653046,127.0,43.19727707
967,31R056,2017,3,insufficient,decreased,31R056All Grades2017All Students,P.S. 56 THE LOUIS DESARIO SCHOOL,All Grades,All Students,283,321.89047239999996,28.0,9.893993378,76.0,26.85512352,103.0,36.39575958,76.0,26.85512352,179.0,63.25088501
968,31R057,2017,4,insufficient,increased,31R057All Grades2017All Students,P.S. 057 HUBERT H. HUMPHREY,All Grades,All Students,325,283.0030823,163.0,50.15384674,101.0,31.07692337,41.0,12.61538506,20.0,6.153846263999999,61.0,18.76922989
969,31R058,2017,2,insufficient,decreased,31R058All Grades2017All Students,SPACE SHUTTLE COLUMBIA SCHOOL,All Grades,All Students,371,306.8571472,95.0,25.6064682,130.0,35.04043198,89.0,23.98921776,57.0,15.36388111,146.0,39.35309982
971,31R060,2017,0,abundant,increased,31R060All Grades2017All Students,P.S. 060 ALICE AUSTEN,All Grades,All Students,447,301.724823,141.0,31.54362488,134.0,29.97762871,111.0,24.83221436,61.0,13.64653206,172.0,38.47874832
972,31R061,2017,0,insufficient,same,31R061All Grades2017All Students,I.S. 061 WILLIAM A MORRIS,All Grades,All Students,1000,282.4169922,537.0,53.70000076,324.0,32.40000153,104.0,10.39999962,35.0,3.5,139.0,13.89999962
973,31R065,2017,3,insufficient,same,31R065All Grades2017All Students,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,All Grades,All Students,201,311.4427795,36.0,17.91044807,55.0,27.36318398,78.0,38.80596924,32.0,15.92039776,110.0,54.72636795
974,31R069,2017,1,sufficient,same,31R069All Grades2017All Students,P.S. 069 DANIEL D. TOMPKINS,All Grades,All Students,504,314.1626892,101.0,20.03968239,135.0,26.7857151,156.0,30.95238113,112.0,22.22222137,268.0,53.17460251
975,31R072,2017,2,insufficient,same,31R072All Grades2017All Students,I.S. 072 ROCCO LAURIE,All Grades,All Students,1173,305.34869380000004,316.0,26.9394722,399.0,34.01534653,290.0,24.72293282,168.0,14.32225037,458.0,39.04518509
976,31R075,2017,6,sufficient,increased,31R075All Grades2017All Students,I.S. 075 FRANK D. PAULO,All Grades,All Students,1198,319.0868225,190.0,15.85976601,403.0,33.63940048,325.0,27.12854767,280.0,23.37228775,605.0,50.50083542
977,31R078,2017,2,insufficient,increased,31R078All Grades2017All Students,P.S. 78,All Grades,All Students,401,278.1596069,225.0,56.10972595,125.0,31.17206955,41.0,10.22443867,10.0,2.493765593,51.0,12.7182045
978,31R080,2017,1,sufficient,same,31R080All Grades2017All Students,THE MICHAEL J. PETRIDES SCHOOL,All Grades,All Students,484,310.0,107.0,22.10743713,165.0,34.09090805,117.0,24.17355347,95.0,19.62809944,212.0,43.801651
979,31R861,2017,5,insufficient,decreased,31R861All Grades2017All Students,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,All Grades,All Students,587,312.0613403,120.0,20.44293022,190.0,32.36797333,169.0,28.79046059,108.0,18.39863777,277.0,47.18909836
980,32K045,2017,2,sufficient,same,32K045All Grades2017All Students,P.S./I.S. 045 HORACE E. GREENE,All Grades,All Students,417,295.2590027,157.0,37.64987946,145.0,34.77218246,86.0,20.62350082,29.0,6.954436302,115.0,27.57793808
981,32K075,2017,1,insufficient,same,32K075All Grades2017All Students,P.S. 075 MAYDA CORTIELLA,All Grades,All Students,159,282.5094299,86.0,54.08805084,54.0,33.96226501,12.0,7.547169685,7.0,4.402515888,19.0,11.9496851
982,32K562,2017,2,insufficient,increased,32K562All Grades2017All Students,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,All Grades,All Students,294,268.72109989999996,206.0,70.06802368,74.0,25.17006874,9.0,3.061224461,5.0,1.7006802559999998,14.0,4.761904716
983,32K145,2017,2,insufficient,decreased,32K145All Grades2017All Students,P.S. 145 ANDREW JACKSON,All Grades,All Students,307,294.38763430000006,119.0,38.76221466,95.0,30.94462585,62.0,20.19544029,31.0,10.09772015,93.0,30.29315948
984,32K086,2017,2,insufficient,decreased,32K086All Grades2017All Students,P.S. 086 THE IRVINGTON,All Grades,All Students,166,293.5662537,67.0,40.36144638,52.0,31.32530212,31.0,18.67469788,16.0,9.638554573,47.0,28.313253399999997
985,32K106,2017,0,insufficient,same,32K106All Grades2017All Students,P.S. 106 EDWARD EVERETT HALE,All Grades,All Students,210,285.0,104.0,49.52381134,64.0,30.47619057,26.0,12.38095284,16.0,7.619047642000001,42.0,20.0
986,32K116,2017,0,insufficient,same,32K116All Grades2017All Students,P.S. 116 ELIZABETH L FARRELL,All Grades,All Students,228,296.3114014,77.0,33.77193069,73.0,32.01754379,45.0,19.736841199999997,33.0,14.47368431,78.0,34.21052551
987,32K123,2017,0,sufficient,increased,32K123All Grades2017All Students,P.S. 123 SUYDAM,All Grades,All Students,302,293.5,123.0,40.72847748,92.0,30.46357536,72.0,23.84105873,15.0,4.966887474,87.0,28.80794716
988,32K151,2017,0,insufficient,same,32K151All Grades2017All Students,P.S. 151 LYNDON B. JOHNSON,All Grades,All Students,143,282.9510498,70.0,48.9510498,48.0,33.56643295,18.0,12.58741283,7.0,4.895104885,25.0,17.48251724
989,32K162,2017,2,sufficient,increased,32K162All Grades2017All Students,J.H.S. 162 THE WILLOUGHBY,All Grades,All Students,396,282.441925,209.0,52.77777863,151.0,38.13131332,31.0,7.828282832999999,5.0,1.26262629,36.0,9.090909004
990,32K384,2017,1,insufficient,increased,32K384All Grades2017All Students,P.S. /I.S. 384 FRANCES E. CARTER,All Grades,All Students,339,281.3539734,172.0,50.7374649,104.0,30.6784668,50.0,14.74926281,13.0,3.83480835,63.0,18.58407021
991,32K274,2017,0,insufficient,decreased,32K274All Grades2017All Students,P.S. 274 KOSCIUSKO,All Grades,All Students,189,292.5978699,80.0,42.32804108,53.0,28.04232788,38.0,20.105819699999998,18.0,9.523809433,56.0,29.62962914
992,32K291,2017,3,sufficient,same,32K291All Grades2017All Students,J.H.S. 291 ROLAND HAYES,All Grades,All Students,276,268.3731995,207.0,75.0,59.0,21.37681198,9.0,3.2608695030000003,1.0,0.3623188436,10.0,3.623188496
993,32K299,2017,1,insufficient,same,32K299All Grades2017All Students,P.S. 299 THOMAS WARREN FIELD,All Grades,All Students,120,290.0583191,46.0,38.33333206,49.0,40.83333206,18.0,15.0,7.0,5.833333492,25.0,20.83333397
994,32K347,2017,2,insufficient,increased,32K347All Grades2017All Students,I.S. 347 SCHOOL OF HUMANITIES,All Grades,All Students,279,281.61648560000003,138.0,49.4623642,88.0,31.541217800000002,48.0,17.20430183,5.0,1.792114735,53.0,18.99641609
995,32K349,2017,0,insufficient,same,32K349All Grades2017All Students,"I.S. 349 MATH, SCIENCE & TECH.",All Grades,All Students,285,282.51928710000004,149.0,52.28070068,102.0,35.78947449,26.0,9.122806549,8.0,2.807017565,34.0,11.92982483
996,32K376,2017,2,insufficient,same,32K376All Grades2017All Students,P.S. 376,All Grades,All Students,282,318.8865356,63.0,22.34042549,63.0,22.34042549,76.0,26.95035553,80.0,28.36879349,156.0,55.31914902
997,32K377,2017,0,insufficient,decreased,32K377All Grades2017All Students,P.S. 377 ALEJANDRINA B. DE GAUTIER,All Grades,All Students,237,278.3459778,137.0,57.805908200000005,62.0,26.16033745,28.0,11.81434631,10.0,4.219409466,38.0,16.03375435
998,32K383,2017,1,insufficient,same,32K383All Grades2017All Students,J.H.S. 383 PHILIPPA SCHUYLER,All Grades,All Students,863,304.59790039999996,209.0,24.21784401,366.0,42.41019821,215.0,24.91309357,73.0,8.458864212,288.0,33.37195969
999,32K554,2017,0,insufficient,same,32K554All Grades2017All Students,ALL CITY LEADERSHIP SECONDARY SCHOOL,All Grades,All Students,117,341.2307739,1.0,0.8547008634000001,18.0,15.38461494,44.0,37.60683823,54.0,46.15384674,98.0,83.76068115
1000,01M015,2018,6,insufficient,same,01M015All Grades2018All Students,P.S. 015 ROBERTO CLEMENTE,All Grades,All Students,67,606.5969848999999,8.0,11.94029808,20.0,29.85074615,22.0,32.83581924,17.0,25.37313461,39.0,58.20895386
1001,01M019,2018,0,insufficient,same,01M019All Grades2018All Students,P.S. 019 ASHER LEVY,All Grades,All Students,89,602.9550781,21.0,23.59550476,16.0,17.97752762,26.0,29.21348381,26.0,29.21348381,52.0,58.42696762
1002,01M020,2018,0,insufficient,decreased,01M020All Grades2018All Students,P.S. 020 ANNA SILVER,All Grades,All Students,212,593.0755005,88.0,41.50943375,49.0,23.11320686,38.0,17.92452812,37.0,17.45282936,75.0,35.37735748
1003,01M034,2018,1,insufficient,decreased,01M034All Grades2018All Students,P.S. 034 FRANKLIN D. ROOSEVELT,All Grades,All Students,221,588.3891602000001,121.0,54.75113297,65.0,29.41176414,24.0,10.85972881,11.0,4.977375507,35.0,15.83710384
1004,01M063,2018,3,insufficient,decreased,01M063All Grades2018All Students,THE STAR ACADEMY - P.S.63,All Grades,All Students,64,602.25,12.0,18.75,15.0,23.4375,24.0,37.5,13.0,20.3125,37.0,57.8125
1005,01M064,2018,0,abundant,increased,01M064All Grades2018All Students,P.S. 064 ROBERT SIMON,All Grades,All Students,86,592.116272,37.0,43.02325439,21.0,24.418603899999997,18.0,20.930232999999998,10.0,11.627906800000002,28.0,32.5581398
1006,01M110,2018,1,insufficient,same,01M110All Grades2018All Students,P.S. 110 FLORENCE NIGHTINGALE,All Grades,All Students,168,615.3154907,21.0,12.5,17.0,10.11904716,33.0,19.6428566,97.0,57.73809433,130.0,77.38095093
1007,01M134,2018,0,insufficient,same,01M134All Grades2018All Students,P.S. 134 HENRIETTA SZOLD,All Grades,All Students,145,587.6551513999999,76.0,52.41379166,20.0,13.79310322,35.0,24.13793182,14.0,9.655172347999999,49.0,33.79310226
1008,01M140,2018,1,insufficient,decreased,01M140All Grades2018All Students,P.S. 140 NATHAN STRAUS,All Grades,All Students,221,588.2036132999999,119.0,53.84615326,63.0,28.50678825,31.0,14.0271492,8.0,3.619909525,39.0,17.64705849
1009,01M142,2018,3,insufficient,same,01M142All Grades2018All Students,P.S. 142 AMALIA CASTRO,All Grades,All Students,96,590.104187,36.0,37.5,30.0,31.25,26.0,27.08333397,4.0,4.1666665080000005,30.0,31.25
1010,01M184,2018,1,insufficient,same,01M184All Grades2018All Students,P.S. 184M SHUANG WEN,All Grades,All Students,427,617.6697998,25.0,5.854800701,56.0,13.11475372,104.0,24.35597229,242.0,56.67447281,346.0,81.03044128
1011,01M188,2018,3,insufficient,decreased,01M188All Grades2018All Students,P.S. 188 THE ISLAND SCHOOL,All Grades,All Students,265,595.8339844,81.0,30.56603813,104.0,39.24528122,65.0,24.52830124,15.0,5.660377502,80.0,30.18867874
1012,01M315,2018,3,sufficient,same,01M315All Grades2018All Students,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,All Students,107,609.3551636,8.0,7.476635456,27.0,25.23364449,33.0,30.84112167,39.0,36.44859695,72.0,67.28971863
1013,01M361,2018,2,insufficient,same,01M361All Grades2018All Students,THE CHILDREN'S WORKSHOP SCHOOL,All Grades,All Students,90,602.111084,15.0,16.66666603,25.0,27.77777863,35.0,38.88888931,15.0,16.66666603,50.0,55.55555725
1014,01M364,2018,3,insufficient,same,01M364All Grades2018All Students,EARTH SCHOOL,All Grades,All Students,38,590.4473877,21.0,55.26315689,10.0,26.31579018,4.0,10.52631569,3.0,7.894736767,7.0,18.42105293
1015,01M450,2018,1,insufficient,decreased,01M450All Grades2018All Students,EAST SIDE COMMUNITY SCHOOL,All Grades,All Students,217,602.9723511,42.0,19.35483932,66.0,30.41474724,73.0,33.64055252,36.0,16.58986092,109.0,50.23041534
1016,01M539,2018,3,sufficient,decreased,01M539All Grades2018All Students,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",All Grades,All Students,595,627.6235352000001,3.0,0.5042017102,15.0,2.521008492,100.0,16.80672264,477.0,80.16806793,577.0,96.97479248
1017,02M001,2018,4,insufficient,same,02M001All Grades2018All Students,P.S. 001 ALFRED E. SMITH,All Grades,All Students,146,602.5205687999999,39.0,26.71232796,27.0,18.49315071,26.0,17.80821991,54.0,36.98630142,80.0,54.79452133
1018,02M002,2018,0,insufficient,decreased,02M002All Grades2018All Students,P.S. 002 MEYER LONDON,All Grades,All Students,260,609.3653563999999,30.0,11.53846169,42.0,16.15384674,82.0,31.53846169,106.0,40.76922989,188.0,72.30769348
1019,02M003,2018,3,abundant,increased,02M003All Grades2018All Students,P.S. 003 CHARRETTE SCHOOL,All Grades,All Students,280,613.2999877999999,19.0,6.7857141489999995,43.0,15.35714245,90.0,32.1428566,128.0,45.7142868,218.0,77.85713959
1020,02M006,2018,2,insufficient,same,02M006All Grades2018All Students,P.S. 006 LILLIE D. BLAKE,All Grades,All Students,303,622.5478516,1.0,0.3300330043,25.0,8.250824928,52.0,17.16171646,225.0,74.25742340000001,277.0,91.41914368
1021,02M011,2018,3,insufficient,same,02M011All Grades2018All Students,P.S. 011 WILLIAM T. HARRIS,All Grades,All Students,454,612.2907715,68.0,14.97797394,53.0,11.67400837,102.0,22.46696091,231.0,50.88105774,333.0,73.34801483
1022,02M033,2018,6,sufficient,same,02M033All Grades2018All Students,P.S. 033 CHELSEA PREP,All Grades,All Students,298,610.6711426,76.0,25.50335503,29.0,9.731543541,47.0,15.77181244,146.0,48.99328995,193.0,64.76509857
1023,02M040,2018,2,sufficient,same,02M040All Grades2018All Students,P.S. 040 AUGUSTUS SAINT-GAUDENS,All Grades,All Students,281,618.9893187999999,8.0,2.846975088,24.0,8.540925026,71.0,25.26690483,178.0,63.34519577,249.0,88.61209869
1024,02M041,2018,2,insufficient,same,02M041All Grades2018All Students,P.S. 041 GREENWICH VILLAGE,All Grades,All Students,314,618.057312,14.0,4.458598614,27.0,8.598726272999999,82.0,26.11464882,191.0,60.82802582,273.0,86.94267273
1025,02M042,2018,2,insufficient,decreased,02M042All Grades2018All Students,P.S. 042 BENJAMIN ALTMAN,All Grades,All Students,291,616.1271362000001,17.0,5.841924191,47.0,16.15120316,75.0,25.77319527,152.0,52.23367691,227.0,78.00687408
1026,02M051,2018,7,abundant,increased,02M051All Grades2018All Students,P.S. 051 ELIAS HOWE,All Grades,All Students,169,597.2189331000001,59.0,34.91124344,40.0,23.66863823,34.0,20.11834335,36.0,21.30177498,70.0,41.42012024
1027,02M059,2018,3,sufficient,same,02M059All Grades2018All Students,P.S. 059 BEEKMAN HILL INTERNATIONAL,All Grades,All Students,250,616.8239746,14.0,5.599999905,30.0,12.0,63.0,25.20000076,143.0,57.20000076,206.0,82.40000153
1028,02M077,2018,1,insufficient,same,02M077All Grades2018All Students,P.S. 77 LOWER LAB SCHOOL,All Grades,All Students,184,630.4021606000001,0.0,0.0,2.0,1.086956501,20.0,10.86956501,162.0,88.04347992,182.0,98.91304016
1029,02M089,2018,1,insufficient,same,02M089All Grades2018All Students,P.S. 89,All Grades,All Students,178,616.5168457000001,5.0,2.80898881,21.0,11.79775238,57.0,32.02247238,95.0,53.37078476,152.0,85.39325714
1030,02M104,2018,1,sufficient,same,02M104All Grades2018All Students,J.H.S. 104 SIMON BARUCH,All Grades,All Students,936,610.2564087000001,125.0,13.35470104,198.0,21.15384674,280.0,29.9145298,333.0,35.57692337,613.0,65.49145508
1031,02M111,2018,3,insufficient,same,02M111All Grades2018All Students,P.S. 111 ADOLPH S. OCHS,All Grades,All Students,157,597.3057251,57.0,36.30573273,34.0,21.65605164,27.0,17.19745255,39.0,24.840765,66.0,42.03821564
1032,02M124,2018,4,sufficient,same,02M124All Grades2018All Students,P.S. 124 YUNG WING,All Grades,All Students,323,617.8885498,6.0,1.857585192,26.0,8.049535751,105.0,32.50774002,186.0,57.58514023,291.0,90.09288025
1033,02M126,2018,3,sufficient,same,02M126All Grades2018All Students,P.S. 126 JACOB AUGUST RIIS,All Grades,All Students,427,611.9648437999999,51.0,11.94379425,72.0,16.86182594,91.0,21.31147575,213.0,49.88290405,304.0,71.19438171
1034,02M130,2018,4,insufficient,same,02M130All Grades2018All Students,P.S. 130 HERNANDO DE SOTO,All Grades,All Students,480,620.0187377999999,22.0,4.5833334919999995,34.0,7.083333492,109.0,22.70833397,315.0,65.625,424.0,88.33333588
1035,02M131,2018,1,insufficient,same,02M131All Grades2018All Students,M.S. 131,All Grades,All Students,394,609.7233276000001,60.0,15.22842598,95.0,24.11167526,106.0,26.90355301,133.0,33.75634384,239.0,60.65989685
1036,02M150,2018,1,abundant,same,02M150All Grades2018All Students,P.S. 150,All Grades,All Students,74,617.810791,1.0,1.35135138,5.0,6.756756782999999,24.0,32.43243408,44.0,59.45946121,68.0,91.89189148
1037,02M151,2018,4,sufficient,decreased,02M151All Grades2018All Students,YORKVILLE COMMUNITY SCHOOL,All Grades,All Students,216,609.6296387,32.0,14.81481457,39.0,18.05555534,50.0,23.14814758,95.0,43.98147964,145.0,67.12963104
1038,02M158,2018,3,insufficient,same,02M158All Grades2018All Students,P.S. 158 BAYARD TAYLOR,All Grades,All Students,328,616.6524658,8.0,2.439024448,41.0,12.5,102.0,31.09756088,177.0,53.96341324,279.0,85.06097412
1039,02M167,2018,3,insufficient,same,02M167All Grades2018All Students,J.H.S. 167 ROBERT F. WAGNER,All Grades,All Students,1187,617.8753052000001,89.0,7.49789381,145.0,12.21566963,308.0,25.94776726,645.0,54.33866882,953.0,80.28643799
1040,02M183,2018,2,sufficient,same,02M183All Grades2018All Students,P.S. 183 ROBERT L. STEVENSON,All Grades,All Students,238,618.3529662999999,4.0,1.680672288,26.0,10.92436981,71.0,29.83193207,137.0,57.56302643,208.0,87.3949585
1041,02M198,2018,2,insufficient,same,02M198All Grades2018All Students,P.S. 198 ISADOR E. IDA STRAUS,All Grades,All Students,171,615.9590454,10.0,5.84795332,27.0,15.78947353,41.0,23.97660828,93.0,54.38596344,134.0,78.36257172
1042,02M212,2018,1,insufficient,decreased,02M212All Grades2018All Students,P.S. 212 MIDTOWN WEST,All Grades,All Students,156,610.9038696,8.0,5.128205298999999,25.0,16.02564049,65.0,41.66666794,58.0,37.17948532,123.0,78.84615326
1043,02M217,2018,4,insufficient,same,02M217All Grades2018All Students,P.S./I.S. 217 ROOSEVELT ISLAND,All Grades,All Students,312,608.2948607999999,48.0,15.38461494,55.0,17.62820435,92.0,29.4871788,117.0,37.5,209.0,66.98718262
1044,02M225,2018,1,sufficient,same,02M225All Grades2018All Students,ELLA BAKER SCHOOL,All Grades,All Students,59,602.2033691,9.0,15.25423717,17.0,28.81355858,29.0,49.15254211,4.0,6.779661179,33.0,55.932205200000006
1045,02M234,2018,2,insufficient,decreased,02M234All Grades2018All Students,P.S. 234 INDEPENDENCE SCHOOL,All Grades,All Students,307,615.2605591,9.0,2.931596041,30.0,9.771986961,107.0,34.85342026,161.0,52.44299698,268.0,87.29641724
1046,02M255,2018,3,sufficient,decreased,02M255All Grades2018All Students,M.S. 255 SALK SCHOOL OF SCIENCE,All Grades,All Students,332,623.4005737000001,9.0,2.710843325,28.0,8.433734894,53.0,15.96385574,242.0,72.89156342,295.0,88.85542297
1047,02M260,2018,1,insufficient,increased,02M260All Grades2018All Students,THE CLINTON SCHOOL,All Grades,All Students,189,617.8518677000001,7.0,3.703703642,6.0,3.1746032239999997,74.0,39.15343857,102.0,53.96825409,176.0,93.12169647
1048,02M267,2018,1,insufficient,same,02M267All Grades2018All Students,"EAST SIDE ELEMENTARY SCHOOL, PS 267",All Grades,All Students,155,618.0386963,10.0,6.451612948999999,13.0,8.387096405,40.0,25.8064518,92.0,59.35483932,132.0,85.16129303
1049,02M276,2018,3,sufficient,same,02M276All Grades2018All Students,BATTERY PARK CITY SCHOOL,All Grades,All Students,465,613.3161011,35.0,7.526881695,66.0,14.193548199999999,142.0,30.5376339,222.0,47.74193573,364.0,78.27957153
1050,02M281,2018,1,insufficient,same,02M281All Grades2018All Students,THE RIVER SCHOOL,All Grades,All Students,58,614.0344848999999,4.0,6.896551608999999,7.0,12.06896591,15.0,25.86206818,32.0,55.17241287,47.0,81.03448486
1051,02M289,2018,1,insufficient,decreased,02M289All Grades2018All Students,I.S. 289,All Grades,All Students,256,613.6835937999999,14.0,5.46875,62.0,24.21875,77.0,30.078125,103.0,40.234375,180.0,70.3125
1052,02M290,2018,2,insufficient,same,02M290All Grades2018All Students,P.S. 290 MANHATTAN NEW SCHOOL,All Grades,All Students,255,619.651001,14.0,5.490196227999999,19.0,7.450980186000001,57.0,22.35294151,165.0,64.70587921,222.0,87.05882263
1053,02M312,2018,1,insufficient,increased,02M312All Grades2018All Students,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,All Grades,All Students,411,626.3065796,23.0,5.596107006,15.0,3.6496350769999997,41.0,9.975668907000001,332.0,80.77858734,373.0,90.7542572
1054,02M340,2018,2,sufficient,increased,02M340All Grades2018All Students,SIXTH AVENUE ELEMENTARY SCHOOL,All Grades,All Students,37,609.8648682,4.0,10.81081104,3.0,8.108108521,15.0,40.54053879,15.0,40.54053879,30.0,81.08107758
1055,02M343,2018,1,sufficient,same,02M343All Grades2018All Students,THE PECK SLIP SCHOOL,All Grades,All Students,152,611.4868164,8.0,5.263157845,22.0,14.47368431,60.0,39.473682399999994,62.0,40.78947449,122.0,80.26316071
1056,02M347,2018,1,insufficient,same,02M347All Grades2018All Students,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,All Grades,All Students,42,604.3095093,4.0,9.523809433,18.0,42.8571434,13.0,30.95238113,7.0,16.66666603,20.0,47.61904907
1057,02M397,2018,4,sufficient,same,02M397All Grades2018All Students,SPRUCE STREET SCHOOL,All Grades,All Students,271,615.0627441,20.0,7.380074024,23.0,8.487085342,98.0,36.16236115,130.0,47.97047806,228.0,84.13284302
1058,02M407,2018,3,sufficient,increased,02M407All Grades2018All Students,INSTITUTE FOR COLLABORATIVE EDUCATION,All Grades,All Students,19,610.4736937999999,3.0,15.78947353,1.0,5.263157845,10.0,52.63158035,5.0,26.31579018,15.0,78.94736481
1059,02M408,2018,3,insufficient,decreased,02M408All Grades2018All Students,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,All Grades,All Students,61,612.0,3.0,4.918032646,9.0,14.75409794,29.0,47.54098511,20.0,32.78688431,49.0,80.3278656
1060,02M413,2018,2,insufficient,increased,02M413All Grades2018All Students,SCHOOL OF THE FUTURE HIGH SCHOOL,All Grades,All Students,268,611.7985229,35.0,13.05970192,55.0,20.52238846,75.0,27.985075,103.0,38.43283463,178.0,66.41790771
1061,02M442,2018,0,sufficient,same,02M442All Grades2018All Students,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",All Grades,All Students,112,618.5089111000001,3.0,2.678571463,22.0,19.6428566,22.0,19.6428566,65.0,58.0357132,87.0,77.67857361
1062,02M527,2018,3,sufficient,increased,02M527All Grades2018All Students,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,All Grades,All Students,150,619.6733397999999,1.0,0.6666666864999999,16.0,10.66666698,37.0,24.66666603,96.0,64.0,133.0,88.66666412
1063,02M896,2018,3,abundant,increased,02M896All Grades2018All Students,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,All Grades,All Students,338,609.2751465,46.0,13.60946751,80.0,23.66863823,118.0,34.91124344,94.0,27.81065178,212.0,62.72189331
1064,02M933,2018,0,sufficient,same,02M933All Grades2018All Students,CITY KNOLL MIDDLE SCHOOL,All Grades,All Students,205,594.7171021,84.0,40.97560883,75.0,36.5853653,26.0,12.68292713,20.0,9.756097794,46.0,22.43902397
1065,03M009,2018,1,insufficient,decreased,03M009All Grades2018All Students,P.S. 009 SARAH ANDERSON,All Grades,All Students,280,616.7607422,10.0,3.571428537,30.0,10.71428585,85.0,30.3571434,155.0,55.3571434,240.0,85.7142868
1066,03M054,2018,2,insufficient,same,03M054All Grades2018All Students,J.H.S. 054 BOOKER T. WASHINGTON,All Grades,All Students,601,623.3909912,40.0,6.655573845,42.0,6.988352776,73.0,12.14642239,446.0,74.20964813,519.0,86.35607147
