DBN,School Name_x,Year_x,% Level 3+4_x,Full Time_x,School Name_y,Year_y,% Level 3+4_y,Full Time_y
07X161,P.S. 161 JUAN PONCE DE LEON SCHOOL,2017,19.2,0.0,P.S. 161 JUAN PONCE DE LEON SCHOOL,2018,39.3,1.0
07X161,P.S. 161 JUAN PONCE DE LEON SCHOOL,2017,19.2,0.0,P.S. 161 JUAN PONCE DE LEON SCHOOL,2018,20.3,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,4.3,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,14.3,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,4.3,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,5.7,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,4.3,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,20.0,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,4.3,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,25.0,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,4.3,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,5.6,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,4.3,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,15.8,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,17.1,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,14.3,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,17.1,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,5.7,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,17.1,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,20.0,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,17.1,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,25.0,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,17.1,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,5.6,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,17.1,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,15.8,1.0
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,2017,3.6,0.0,FAIRMONT NEIGHBORHOOD SCHOOL,2018,14.3,1.0
