DBN,School Name,Grade,Year,Subject,# Level 3+4,% Level 3+4,Full Time,Full Time Plus,Part Time,None
01M015,P.S. 015 ROBERTO CLEMENTE,3,2017,ELA,9,33.3,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,4,2017,ELA,10,43.5,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,5,2017,ELA,5,29.4,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,3,2017,Math,12,41.4,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,4,2017,Math,9,39.1,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,5,2017,Math,10,58.8,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,3,2018,ELA,16,80.0,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,4,2018,ELA,18,69.2,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,5,2018,ELA,11,52.4,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,3,2018,Math,19,95.0,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,4,2018,Math,13,48.1,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,5,2018,Math,7,35.0,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,3,2019,ELA,19,70.4,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,4,2019,ELA,14,77.8,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,5,2019,ELA,9,36.0,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,3,2019,Math,18,69.2,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,4,2019,Math,15,83.3,0.0,1.0,0.0,0.0
01M015,P.S. 015 ROBERTO CLEMENTE,5,2019,Math,13,50.0,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,3,2017,ELA,14,50.0,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,4,2017,ELA,16,50.0,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,5,2017,ELA,15,55.6,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,3,2017,Math,15,53.6,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,4,2017,Math,18,62.1,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,5,2017,Math,10,37.0,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,3,2018,ELA,17,51.5,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,4,2018,ELA,13,41.9,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,5,2018,ELA,21,75.0,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,3,2018,Math,18,56.3,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,4,2018,Math,12,38.7,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,5,2018,Math,22,84.6,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,3,2019,ELA,16,66.7,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,4,2019,ELA,16,50.0,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,5,2019,ELA,14,53.8,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,3,2019,Math,16,66.7,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,4,2019,Math,11,34.4,0.0,1.0,0.0,0.0
01M019,P.S. 019 ASHER LEVY,5,2019,Math,11,45.8,0.0,1.0,0.0,0.0
01M020,P.S. 020 ANNA SILVER,3,2017,ELA,12,14.1,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,4,2017,ELA,30,45.5,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,5,2017,ELA,18,31.6,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,3,2017,Math,21,25.6,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,4,2017,Math,24,34.8,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,5,2017,Math,21,36.8,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,3,2018,ELA,27,35.1,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,4,2018,ELA,35,48.6,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,5,2018,ELA,21,35.0,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,3,2018,Math,19,24.4,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,4,2018,Math,29,40.3,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,5,2018,Math,27,43.5,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,3,2019,ELA,20,35.1,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,4,2019,ELA,36,46.8,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,5,2019,ELA,22,34.9,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,3,2019,Math,19,33.3,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,4,2019,Math,33,42.3,0.0,0.0,0.0,1.0
01M020,P.S. 020 ANNA SILVER,5,2019,Math,30,46.9,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3,2017,ELA,9,34.6,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4,2017,ELA,3,12.0,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,5,2017,ELA,5,17.9,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,6,2017,ELA,4,13.3,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,7,2017,ELA,13,24.1,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,8,2017,ELA,25,45.5,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3,2017,Math,8,28.6,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4,2017,Math,3,11.5,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,5,2017,Math,5,18.5,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,6,2017,Math,7,24.1,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,7,2017,Math,7,13.5,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,8,2017,Math,8,16.0,0.0,0.0,0.0,1.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3,2018,ELA,10,25.6,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4,2018,ELA,6,18.8,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,5,2018,ELA,6,22.2,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,6,2018,ELA,8,24.2,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,7,2018,ELA,7,22.6,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,8,2018,ELA,20,38.5,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3,2018,Math,11,26.2,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4,2018,Math,2,6.1,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,5,2018,Math,5,18.5,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,6,2018,Math,5,15.2,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,7,2018,Math,5,15.6,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,8,2018,Math,7,13.0,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3,2019,ELA,4,22.2,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4,2019,ELA,10,25.6,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,5,2019,ELA,5,14.7,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,6,2019,ELA,12,31.6,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,7,2019,ELA,1,2.7,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,8,2019,ELA,9,28.1,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3,2019,Math,2,11.1,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4,2019,Math,4,10.3,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,5,2019,Math,1,2.9,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,6,2019,Math,8,21.1,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,7,2019,Math,4,11.1,0.0,1.0,0.0,0.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,8,2019,Math,5,17.2,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,3,2017,ELA,14,53.8,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,4,2017,ELA,13,68.4,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,5,2017,ELA,12,66.7,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,3,2017,Math,10,38.5,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,4,2017,Math,11,57.9,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,5,2017,Math,7,35.0,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,3,2018,ELA,9,47.4,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,4,2018,ELA,16,69.6,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,5,2018,ELA,12,54.5,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,3,2018,Math,13,68.4,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,4,2018,Math,14,60.9,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,5,2018,Math,10,45.5,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,3,2019,ELA,15,46.9,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,4,2019,ELA,9,37.5,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,5,2019,ELA,11,47.8,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,3,2019,Math,8,25.0,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,4,2019,Math,8,34.8,0.0,1.0,0.0,0.0
01M063,THE STAR ACADEMY - P.S.63,5,2019,Math,9,39.1,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,3,2017,ELA,9,33.3,0.0,0.0,1.0,0.0
01M064,P.S. 064 ROBERT SIMON,4,2017,ELA,7,24.1,0.0,0.0,1.0,0.0
01M064,P.S. 064 ROBERT SIMON,5,2017,ELA,13,30.2,0.0,0.0,1.0,0.0
01M064,P.S. 064 ROBERT SIMON,3,2017,Math,12,44.4,0.0,0.0,1.0,0.0
01M064,P.S. 064 ROBERT SIMON,4,2017,Math,9,30.0,0.0,0.0,1.0,0.0
01M064,P.S. 064 ROBERT SIMON,5,2017,Math,12,27.3,0.0,0.0,1.0,0.0
01M064,P.S. 064 ROBERT SIMON,3,2018,ELA,7,26.9,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,4,2018,ELA,16,57.1,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,5,2018,ELA,5,15.6,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,3,2018,Math,9,37.5,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,4,2018,Math,12,40.0,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,5,2018,Math,7,21.9,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,3,2019,ELA,18,69.2,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,4,2019,ELA,13,50.0,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,5,2019,ELA,9,31.0,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,3,2019,Math,13,50.0,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,4,2019,Math,10,37.0,0.0,1.0,0.0,0.0
01M064,P.S. 064 ROBERT SIMON,5,2019,Math,12,42.9,0.0,1.0,0.0,0.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,3,2017,ELA,41,69.5,0.0,1.0,0.0,0.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,4,2017,ELA,52,72.2,0.0,1.0,0.0,0.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,5,2017,ELA,31,66.0,0.0,1.0,0.0,0.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,3,2017,Math,48,81.4,0.0,1.0,0.0,0.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,4,2017,Math,55,76.4,0.0,1.0,0.0,0.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,5,2017,Math,35,77.8,0.0,1.0,0.0,0.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,3,2018,ELA,36,80.0,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,4,2018,ELA,44,77.2,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,5,2018,ELA,47,68.1,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,3,2018,Math,40,93.0,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,4,2018,Math,40,70.2,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,5,2018,Math,50,73.5,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,3,2019,ELA,34,70.8,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,4,2019,ELA,34,81.0,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,5,2019,ELA,34,63.0,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,3,2019,Math,34,69.4,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,4,2019,Math,35,83.3,0.0,0.0,0.0,1.0
01M110,P.S. 110 FLORENCE NIGHTINGALE,5,2019,Math,41,77.4,0.0,0.0,0.0,1.0
01M134,P.S. 134 HENRIETTA SZOLD,3,2017,ELA,12,24.0,0.0,0.0,0.0,1.0
01M134,P.S. 134 HENRIETTA SZOLD,4,2017,ELA,10,20.8,0.0,0.0,0.0,1.0
01M134,P.S. 134 HENRIETTA SZOLD,5,2017,ELA,9,14.1,0.0,0.0,0.0,1.0
01M134,P.S. 134 HENRIETTA SZOLD,3,2017,Math,12,24.5,0.0,0.0,0.0,1.0
01M134,P.S. 134 HENRIETTA SZOLD,4,2017,Math,12,24.5,0.0,0.0,0.0,1.0
01M134,P.S. 134 HENRIETTA SZOLD,5,2017,Math,16,25.4,0.0,0.0,0.0,1.0
01M134,P.S. 134 HENRIETTA SZOLD,3,2018,ELA,20,42.6,0.0,1.0,0.0,0.0
01M134,P.S. 134 HENRIETTA SZOLD,4,2018,ELA,15,31.9,0.0,1.0,0.0,0.0
01M134,P.S. 134 HENRIETTA SZOLD,5,2018,ELA,9,18.4,0.0,1.0,0.0,0.0
01M134,P.S. 134 HENRIETTA SZOLD,3,2018,Math,17,36.2,0.0,1.0,0.0,0.0
01M134,P.S. 134 HENRIETTA SZOLD,4,2018,Math,17,36.2,0.0,1.0,0.0,0.0
01M134,P.S. 134 HENRIETTA SZOLD,5,2018,Math,15,29.4,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,3,2017,ELA,6,24.0,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,4,2017,ELA,1,3.4,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,5,2017,ELA,8,27.6,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,6,2017,ELA,10,20.8,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,7,2017,ELA,13,23.6,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,8,2017,ELA,20,36.4,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,3,2017,Math,3,12.5,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,4,2017,Math,0,0.0,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,5,2017,Math,3,10.3,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,6,2017,Math,9,18.8,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,7,2017,Math,8,14.0,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,8,2017,Math,6,12.2,0.0,0.0,0.0,1.0
01M140,P.S. 140 NATHAN STRAUS,3,2018,ELA,2,10.0,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,4,2018,ELA,3,15.0,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,5,2018,ELA,4,16.0,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,6,2018,ELA,22,38.6,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,7,2018,ELA,9,18.8,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,8,2018,ELA,18,31.6,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,3,2018,Math,1,5.0,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,4,2018,Math,1,5.0,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,5,2018,Math,3,12.0,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,6,2018,Math,15,27.3,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,7,2018,Math,9,19.6,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,8,2018,Math,10,18.2,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,3,2019,ELA,3,17.6,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,4,2019,ELA,4,23.5,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,5,2019,ELA,3,15.8,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,6,2019,ELA,15,28.8,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,7,2019,ELA,19,31.7,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,8,2019,ELA,13,25.5,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,3,2019,Math,3,14.3,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,4,2019,Math,1,5.9,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,5,2019,Math,4,21.1,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,6,2019,Math,11,21.2,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,7,2019,Math,9,15.0,0.0,1.0,0.0,0.0
01M140,P.S. 140 NATHAN STRAUS,8,2019,Math,15,30.0,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,3,2017,ELA,15,44.1,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,4,2017,ELA,14,41.2,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,5,2017,ELA,11,18.3,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,3,2017,Math,12,36.4,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,4,2017,Math,8,22.9,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,5,2017,Math,15,25.4,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,3,2018,ELA,17,58.6,0.0,0.0,0.0,1.0
01M142,P.S. 142 AMALIA CASTRO,4,2018,ELA,14,40.0,0.0,0.0,0.0,1.0
01M142,P.S. 142 AMALIA CASTRO,5,2018,ELA,7,20.0,0.0,0.0,0.0,1.0
01M142,P.S. 142 AMALIA CASTRO,3,2018,Math,13,46.4,0.0,0.0,0.0,1.0
01M142,P.S. 142 AMALIA CASTRO,4,2018,Math,6,17.6,0.0,0.0,0.0,1.0
01M142,P.S. 142 AMALIA CASTRO,5,2018,Math,11,32.4,0.0,0.0,0.0,1.0
01M142,P.S. 142 AMALIA CASTRO,3,2019,ELA,19,51.4,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,4,2019,ELA,16,57.1,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,5,2019,ELA,9,23.1,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,3,2019,Math,21,58.3,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,4,2019,Math,10,38.5,0.0,1.0,0.0,0.0
01M142,P.S. 142 AMALIA CASTRO,5,2019,Math,6,16.7,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,3,2017,ELA,41,64.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,4,2017,ELA,41,77.4,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,5,2017,ELA,33,55.0,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,6,2017,ELA,35,46.7,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,7,2017,ELA,60,74.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,8,2017,ELA,53,72.6,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,3,2017,Math,53,82.8,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,4,2017,Math,47,87.0,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,5,2017,Math,53,85.5,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,6,2017,Math,60,81.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,7,2017,Math,61,73.5,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,8,2017,Math,47,65.3,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,3,2018,ELA,49,75.4,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,4,2018,ELA,44,72.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,5,2018,ELA,31,64.6,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,6,2018,ELA,63,74.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,7,2018,ELA,54,70.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,8,2018,ELA,63,75.0,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,3,2018,Math,55,82.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,4,2018,Math,44,71.0,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,5,2018,Math,44,91.7,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,6,2018,Math,74,82.2,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,7,2018,Math,63,82.9,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,8,2018,Math,66,78.6,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,3,2019,ELA,35,71.4,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,4,2019,ELA,51,82.3,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,5,2019,ELA,34,55.7,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,6,2019,ELA,69,82.1,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,7,2019,ELA,63,77.8,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,8,2019,ELA,59,77.6,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,3,2019,Math,44,84.6,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,4,2019,Math,58,90.6,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,5,2019,Math,40,63.5,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,6,2019,Math,79,89.8,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,7,2019,Math,71,85.5,0.0,1.0,0.0,0.0
01M184,P.S. 184M SHUANG WEN,8,2019,Math,58,80.6,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,3,2017,ELA,9,20.0,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,4,2017,ELA,3,6.7,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,5,2017,ELA,6,16.7,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,6,2017,ELA,5,10.6,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,7,2017,ELA,9,17.6,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,8,2017,ELA,9,18.4,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,3,2017,Math,10,21.3,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,4,2017,Math,5,10.9,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,5,2017,Math,10,27.0,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,6,2017,Math,16,34.8,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,7,2017,Math,11,21.2,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,8,2017,Math,6,12.0,0.0,1.0,0.0,0.0
01M188,P.S. 188 THE ISLAND SCHOOL,3,2018,ELA,22,55.0,0.0,1.0,0.0,0.0
